Season,Week,Home Team,Home Score,Away Team,Away Score,Neutral Site
2022,11,UCLA,35,STAN,21,FALSE
2022,11,CAL,21,WASH,41,FALSE
2022,11,WAST,38,OREG,7,FALSE
2022,11,MSST,48,AUB,42,FALSE
2022,11,TAMU,17,LSU,22,FALSE
2022,11,ARK,10,BAMA,24,FALSE
2022,11,MISS,14,UKEN,10,FALSE
2022,11,FLA,31,SOCA,7,FALSE
2022,11,MIZZ,30,VAND,0,FALSE
2022,11,UGA,34,TENN,19,FALSE
2022,11,ARST,18,ULM,17,FALSE
2022,11,TXST,34,ULL,7,FALSE
2022,11,TROY,35,GAST,32,FALSE
2022,11,CCU,13,GASO,6,FALSE
2022,11,USA,38,APST,0,FALSE
2022,12,ULL,20,USA,6,FALSE
2022,12,ULM,24,CCU,10,FALSE
2022,12,GASO,23,TXST,24,FALSE
2022,12,APST,31,TROY,14,FALSE
2022,12,MISS,13,AUB,25,FALSE
2022,12,BAMA,25,TAMU,6,FALSE
2022,12,TENN,37,UKEN,10,FALSE
2022,12,SOCA,13,MIZZ,42,FALSE
2022,12,UGA,21,FLA,16,TRUE
2022,12,AZST,15,UCLA,21,FALSE
2022,12,ZONA,29,USC,17,FALSE
2022,12,COLO,13,CAL,17,FALSE
2022,12,ORST,20,WAST,31,FALSE
2022,12,WASH,27,STAN,23,FALSE
2022,12,OREG,48,UTAH,0,FALSE
2022,12,HAWI,30,UNLV,7,FALSE
2022,12,UTST,16,UNM,23,FALSE
2022,12,USAF,23,NEV,26,FALSE
2022,12,BOIS,13,SDSU,20,FALSE
2022,12,BALL,26,EMU,20,FALSE
2022,12,WMU,47,NIU,9,FALSE
2022,12,AKRN,13,CMU,16,FALSE
2022,12,BUFF,31,TLDO,3,FALSE
2022,12,OHIO,14,BGSU,16,FALSE
2022,12,MIAO,46,KENT,0,FALSE
2022,12,NMSU,21,LU,17,FALSE
2022,12,ARMY,12,CSU,7,FALSE
2022,12,UAB,20,USM,19,FALSE
2022,12,UNT,27,ODU,16,FALSE
2022,12,FIU,24,UTSA,3,FALSE
2022,12,MTSU,34,CHAR,7,FALSE
2022,12,VAND,9,WKU,40,FALSE
2022,12,MRSH,10,RICE,0,FALSE
2022,12,FAU,14,LT,6,FALSE
2022,12,IAST,33,OKLA,47,FALSE
2022,12,KSST,20,TTU,21,FALSE
2022,12,TEX,17,TCU,20,FALSE
2022,12,BAYL,13,KANS,20,FALSE
2022,12,MIST,24,RUTG,21,FALSE
2022,12,PNST,31,UMD,3,FALSE
2022,12,OHST,35,IND,5,FALSE
2022,12,MICH,27,NEB,10,FALSE
2022,12,MINN,17,NW,31,FALSE
2022,12,IOWA,27,WISC,7,FALSE
2022,12,ILLI,31,PURD,7,FALSE
2022,12,CONN,15,VT,24,FALSE
2022,12,UVA,28,PITT,17,FALSE
2022,12,UNC,10,GT,17,FALSE
2022,12,DUKE,24,WAKE,41,FALSE
2022,12,LOU,41,NCST,10,FALSE
2022,12,MIAF,19,FSU,34,FALSE
2022,12,ND,45,CLEM,7,FALSE
2022,12,BC,13,CUSE,7,FALSE
2022,12,UHOU,23,BYU,14,FALSE
2022,12,SJSU,37,MEMP,3,FALSE
2022,12,TULS,20,ECU,0,FALSE
2022,12,USF,52,TLNE,23,FALSE
2022,12,TEMP,34,SMU,16,FALSE
2022,12,UTEP,48,UCF,10,FALSE
2022,12,CINC,20,NAVY,29,FALSE
2022,13,UHOU,16,TULS,10,FALSE
2022,13,SMU,10,NAVY,3,FALSE
2022,13,ECU,28,MEMP,7,FALSE
2022,13,USF,10,UCF,14,FALSE
2022,13,CINC,30,TLNE,10,FALSE
2022,13,CUSE,10,TEMP,6,FALSE
2022,13,NCST,38,BC,20,FALSE
2022,13,RUTG,24,PNST,34,FALSE
2022,13,UMD,14,OHST,21,FALSE
2022,13,MIST,61,IND,3,FALSE
2022,13,PURD,29,NW,34,FALSE
2022,13,NEB,14,WISC,17,FALSE
2022,13,MINN,6,IOWA,7,FALSE
2022,13,MICH,42,ILLI,19,FALSE
2022,13,IAST,34,WVU,12,FALSE
2022,13,OKST,33,TTU,0,FALSE
2022,13,OKLA,27,TEX,20,TRUE
2022,13,KSST,27,KANS,21,FALSE
2022,13,UNT,14,RICE,7,FALSE
2022,13,ODU,19,CHAR,23,FALSE
2022,13,MTSU,27,WKU,17,FALSE
2022,13,UAB,20,MRSH,12,FALSE
2022,13,FIU,17,FAU,10,FALSE
2022,13,MASS,13,ARMY,20,FALSE
2022,13,BALL,13,NIU,10,FALSE
2022,13,CMU,24,ND,20,FALSE
2022,13,TLDO,16,BGSU,19,FALSE
2022,13,MIAO,41,OHIO,17,FALSE
2022,13,SJSU,30,UNLV,3,FALSE
2022,13,FRES,31,SDSU,24,FALSE
2022,13,TCU,20,HAWI,21,FALSE
2022,13,WYOM,38,UTST,34,FALSE
2022,13,USAF,26,CSU,10,FALSE
2022,13,NEV,34,BOIS,14,FALSE
2022,13,UTAH,0,COLO,30,FALSE
2022,13,USC,34,UCLA,14,FALSE
2022,14,STAN,21,CAL,10,FALSE
2022,13,WAST,21,AZST,7,FALSE
2022,13,UTSA,41,ARK,13,FALSE
2022,13,MSST,24,USM,23,FALSE
2022,13,AUB,62,UTEP,13,FALSE
2022,13,KENT,34,LSU,28,FALSE
2022,13,WAKE,21,VAND,7,FALSE
2022,13,TXST,54,BYU,3,FALSE
2022,13,ULL,14,ULM,23,FALSE
2022,13,TROY,24,LT,34,FALSE
2022,13,ARST,31,GAST,9,FALSE
2022,13,GASO,14,UGA,27,FALSE
2022,14,GASO,30,APST,10,FALSE
2022,14,MISS,27,MSST,17,FALSE
2022,14,ARK,30,LSU,24,FALSE
2022,14,BAMA,33,AUB,31,FALSE
2022,14,VAND,14,TENN,24,FALSE
2022,14,AZST,35,ZONA,17,FALSE
2022,14,WAST,19,WASH,21,FALSE
2022,14,ORST,34,OREG,20,FALSE
2022,14,ULM,35,WYOM,3,FALSE
2022,14,EMU,24,BOIS,17,FALSE
2022,14,CMU,22,WMU,14,FALSE
2022,14,KENT,7,AKRN,10,FALSE
2022,14,NMSU,14,UNM,6,FALSE
2022,14,UTST,22,BYU,17,FALSE
2022,14,MASS,31,CONN,27,FALSE
2022,14,USC,28,ND,23,FALSE
2022,14,UTSA,21,UTEP,9,FALSE
2022,14,USM,31,LT,34,FALSE
2022,14,WKU,35,LU,3,FALSE
2022,14,TEX,37,TAMU,20,FALSE
2022,14,OKLA,35,OKST,0,FALSE
2022,14,KANS,52,MIZZ,31,FALSE
2022,14,BAYL,20,TCU,34,FALSE
2022,14,PNST,31,MIST,36,FALSE
2022,14,OHST,30,MICH,14,FALSE
2022,14,UMD,31,RUTG,0,FALSE
2022,14,IND,13,PURD,10,FALSE
2022,14,WISC,19,MINN,13,FALSE
2022,14,NEB,21,IOWA,10,FALSE
2022,14,NW,21,ILLI,17,FALSE
2022,14,VT,27,UVA,3,FALSE
2022,14,UGA,28,GT,7,FALSE
2022,14,LOU,18,UKEN,7,FALSE
2022,14,FSU,34,FLA,14,FALSE
2022,14,CLEM,13,SOCA,3,FALSE
2022,14,USAF,10,TLNE,45,FALSE
2022,14,NAVY,36,ARMY,13,TRUE
